fact2,myid,fact1,series1,dim1_v1,dim1_v2,dim2_v1,dim2_v2,dim2_v3,label
4723.635773764911,14,1802.4381746906668,6014,-2.0753660019044435,-2.1624982905484256,2.641850439409666,-3.153012253698373,0.6834863955041097,outlier
22583.377029662854,15,607.0374072841338,6015,-2.3398203460154043,-2.183361084155866,4.522381880328995,1.9067165467381493,2.524989429592976,outlier
-1782.6322199369038,16,249.10395793895557,6016,-2.4353851270486055,-1.5942371769312418,3.0691472052410376,4.000413306164116,2.8247568154951352,outlier
31359.786442087792,17,336.8895310188334,6017,-2.3072101206627216,-1.7956281954618178,-4.921654587208076,0.030842844497676936,4.798344647481365,outlier
8450.485533543386,18,-791.5630787814006,6018,-2.042683693897392,-2.1245120418504135,-2.7900215488853553,2.342124182613265,3.749661014031883,outlier
15616.580316131667,19,1255.195105305172,6019,-1.828945764308579,-1.620115673306913,-3.329432555888019,3.4376874378908635,0.05277229032268771,outlier
-20.394151954261073,20,549.3598882779187,6020,-2.025986161352896,-2.071032837548104,1.8351466978123399,2.327803063065186,1.5886997267436767,normal
-22.348038923241443,21,291.71354848814997,6021,-1.8630496627398982,-1.5179976629374168,2.44609130322682,2.350123110679527,2.0805138103561096,normal
-16.872591906371486,22,1631.0663100112606,6022,-2.217439399301125,-2.029278553710132,3.4325693807403868,1.2773831085278484,2.0815328113484,normal
-163.91535592944837,23,387.53087477215234,6023,-1.7735500716178572,-2.147662048606554,2.1402607893831775,3.258127456795388,3.1427390980430596,normal
83.7371328856966,24,243.4317342972538,6024,-1.7990988446991398,-1.938184707083709,2.7202995672178902,3.1183054652962654,1.6681855796453628,normal
149.83927652991773,25,-1483.4225884987402,6025,-1.974867963946107,-2.1882785947830032,0.8909150532073382,1.2133620866040085,1.8146044561984065,normal
-45.57959846791891,26,-84.17397509707153,6026,-2.0454750073609067,-2.274531732909126,1.7002325747024454,2.163459738749498,1.8437002120347206,normal
47.43608700966394,27,-741.5307587361618,6027,-1.561624391877753,-2.202586132576374,2.3072867889376414,2.6162856467296014,2.6833076669624853,normal
-80.48586131075446,28,146.51303811908366,6028,-2.086980055329715,-1.5745452916953044,3.686280632348177,1.3357325030603102,2.9546364128021887,normal
163.1249832279508,29,807.4857662920169,6029,-1.8958057165731645,-2.1588049239563474,2.3401759296110067,2.8627040581125263,1.628279073042273,normal
212.1983481662837,30,612.7545940468609,6030,-1.9673712790976348,-1.5252487409259314,1.2379353265613355,1.8699177685943311,1.3714571711732453,normal
193.86870129773965,31,-60.16660086506875,6031,-2.3393211601886525,-2.0702257523543786,3.1719925455946054,2.494320417706555,1.914558311917133,normal
40.38037800619587,32,163.62518967438544,6032,-2.070668558623133,-1.8866195313121579,1.1352885829774142,1.617580864609637,1.5770501078924233,normal
14.434263586299636,33,235.17187311938645,6033,-2.0740618058839644,-1.6777204226755618,3.417849741198318,2.176342547230062,2.4110172979572995,normal
-150.32673547585395,34,703.2579086131061,6034,-1.9858654671942757,-2.299748657728323,1.2730846869240016,1.9056214208586577,1.3596917300418596,normal
281.5976074640594,35,-308.5230398206652,6035,-2.263377600551702,-1.4094803743575155,1.4111363983230683,0.7041898480512361,2.56493863326697,normal
-126.6199525339593,36,877.8675926616846,6036,-2.4108088462913932,-2.289820655187715,2.077815419373621,0.8473504030134846,1.550825584587837,normal
118.5839309678575,37,1004.5420211072491,6037,-2.1053244709490477,-1.9851049022546041,1.5350282636611834,1.3220996413301143,1.795124939681834,normal
164.14066936344017,38,-200.46773199830477,6038,-1.7864771839352538,-1.7927832454438009,1.4929482486720982,2.357302988175542,2.691914017285681,normal
-59.97902705809688,39,-1680.3254616251656,6039,-2.0233177117429206,-2.191597573111152,1.128077906823913,1.8551305192202343,2.26868897297637,normal
-39.43898879785748,40,88.64510579212192,6040,-2.428615847103654,-1.6376199106950209,3.541165718787529,1.5434581787885124,3.082265178299383,normal
-0.03496192771067075,41,-13.526768651521547,6041,-2.036206553635463,-2.360434916284476,0.9306571518701767,3.1839511886081704,1.5858991792723907,normal
44.27055833276362,42,1272.0692246749877,6042,-2.3153898500916474,-1.7311378077714052,2.7650035976344265,3.0615035699749313,1.0788079231490948,normal
-101.03069172020096,43,-1303.461005683273,6043,-2.432622899798589,-2.1049058408667847,1.6242479493916528,0.9974203342573409,1.7328347058281854,normal
11.487305189843829,44,-567.5291483897644,6044,-1.6010191011963477,-2.034671591565572,2.904773654945365,1.904205074955468,1.2334501021366857,normal
-14.35752943398895,45,-1068.7943416495707,6045,-2.476697509477946,-1.218467775880561,0.62095278377578,1.5112939835219015,3.0652852442949428,normal
168.690926331262,46,966.26499028482,6046,-2.2054663290429453,-2.132785267714256,2.42757136702542,2.3890755793460277,1.2582708600357493,normal
-80.9746179323774,47,-1069.6615501509577,6047,-1.696585965809856,-2.3480119289718613,1.594573065439969,1.1232304989654396,2.2807509361997056,normal
28.18106309686127,48,801.4217413703144,6048,-1.6359673074102725,-1.916155001000391,2.3598835949782444,2.234823265840245,1.334025846135869,normal
76.24148956879327,49,664.4895641160782,6049,-2.1008187390795436,-1.5443259623550931,2.549995584957805,1.9654657476521287,2.1940873808169923,normal
-96.15214767170038,50,-414.5725940606872,6050,-2.0502813019607133,-1.793881464524277,2.1757088607397703,2.620735580297481,2.5314279521069225,normal
96.90480475850127,51,283.202138278359,6051,-1.9348500301521296,-1.548565291505622,2.597384768731239,1.4734919405932405,2.929605776887578,normal
-264.8763602982982,52,1816.033067496012,6052,-1.993026587943601,-1.733509270825192,2.2861416462845545,0.8159769876755913,2.5193969156346743,normal
293.34777206798134,53,-316.5135723048116,6053,-2.1925891433035565,-1.7243723058913465,2.2494306607300265,2.1122947753962666,2.288137822986291,normal
233.09419362925814,54,-1606.7131462711927,6054,-2.07681329089856,-1.7780319156396411,1.5618092908247014,0.7558825819280086,1.5371226099751323,normal
269.2427511019811,55,985.5493507587356,6055,-1.82295187178907,-1.9096116400510483,2.7654102326365395,1.3337931683230577,2.9637001176511553,normal
-63.46913800645202,56,279.25266554258724,6056,-2.2280630111871416,-2.218612950728501,1.4964125082406847,1.8986853563251884,3.6422464982255063,normal
-50.3382971678348,57,24.442310464832747,6057,-1.4665456916836939,-2.3079173826614676,1.8551562559894734,2.3233842328649814,1.9719965574966594,normal
-103.32961446790083,58,907.2505411734733,6058,-1.8411041623775988,-2.133993491744737,1.4200046881409283,2.049768860151905,1.2992487206334506,normal
-7.363055665324133,59,-1006.2930888738675,6059,-1.8762106030294414,-1.7611065095228535,0.7264242640076162,1.6779178450122467,1.047422260253255,normal
-24.827716664865562,60,-561.9031636499457,6060,-1.927986055636781,-1.8755829469023029,1.4199199530411255,2.8011419462577942,2.7468013397146804,normal
-20.311645906153313,61,-880.9860832590449,6061,-2.652875471806192,-1.8227427946778032,1.6419165891714542,2.107907812281963,1.3648543731257348,normal
195.77503378712353,62,1653.1289640186812,6062,-1.7266502363397467,-1.5763186070459414,1.9319842054189476,1.0811114645682127,1.7553480812234166,normal
-132.50728953242495,63,-1434.7867729416266,6063,-1.9227792715147145,-2.3226466815286533,2.6214848891155147,0.9808958941502799,2.3853179436179572,normal
-34.642768799477125,64,-748.0618678481881,6064,-2.411724673488613,-2.284568725199114,1.23191180643006,2.5448787984983365,1.2460488335196058,normal
-91.7627030801799,65,460.31904573910697,6065,-1.682818851810731,-1.7100676050069101,1.6727085549653922,2.8914803565419964,-0.0036202667806319866,normal
152.4041561710544,66,-961.7035484349958,6066,-1.8570348426122134,-1.7670112168670271,1.701255484242412,1.9501247214043353,3.010711062782823,normal
-11.165847194177227,67,-412.3942968903761,6067,-2.188735571836628,-2.7377479687335002,0.9627805665046576,1.4801827248985797,1.244967574068081,normal
-76.71171798245709,68,983.0194837255058,6068,-2.2873416805258726,-1.964541611310193,1.1373452773755948,2.36353533662504,2.385218745073313,normal
-16.124044603083327,69,-78.11147197361028,6069,-2.1453507150105957,-1.6451857245807384,0.7737562877585649,2.8927695011697976,1.0922054611753926,normal
116.27380745680541,70,-94.73859402446875,6070,-1.9691718981327269,-2.431479855819785,1.8896075128164642,2.847788983313153,2.4419626125071683,normal
96.37047221332392,71,-176.0870927589886,6071,-1.6707397685419378,-1.9381151356243895,1.3761079593865184,3.2219144526465096,0.875129052304167,normal
-205.68173790390657,72,-951.8591309574185,6072,-2.1285273695184883,-1.7865466889451642,0.48677453976353013,1.802307452270793,1.7167977718341474,normal
-3.076787083213749,73,-1263.294178868226,6073,-2.008828620004328,-1.973307227944463,2.372328026233071,1.8941339152003458,1.6265423230323341,normal
138.3526469903584,74,-1115.587465956339,6074,-2.2971879147292804,-1.9379438195894876,2.643484577201999,2.048032180185828,2.2644162274571418,normal
-171.67534442577013,75,196.60279697474732,6075,-1.7945947351437304,-2.215403601834589,2.021225218239943,1.5941724026217041,1.8905232887611358,normal
180.02500957766483,76,-462.53378672532835,6076,-2.032002074337055,-1.914380658275021,2.636461513337569,2.11198946660611,2.2133473202902305,normal
14.0700715805195,77,-2230.9379717375737,6077,-2.1186830385760125,-1.757907968179766,2.983080169080391,2.5652141054241655,1.7249722801506429,normal
37.25975504430626,78,-740.8042769575845,6078,-1.9870411919558593,-2.1496523966014602,1.6352796056429235,2.3584771115208905,1.9528336334726508,normal
24.298890775828372,79,-553.6040643506784,6079,-1.52846334785279,-2.156313771915608,1.3168834010412254,1.0966823998004598,1.479599680975625,normal
-50.054063009339096,80,-2304.227410105823,6080,-1.7044865170945465,-1.600878325100245,2.604791167359653,3.0417949943825286,1.7520371074529726,normal
55.472116354575725,81,640.8535653938253,6081,-2.1496842444114646,-2.297957991198291,1.3775024834175298,2.183630606171757,2.809643962039736,normal
-183.2073375643053,82,-1674.6841487458764,6082,-1.7357728353360764,-1.9506523471682575,2.0290942135912338,2.689339896638545,1.296863766239038,normal
-127.93794506329046,83,967.8589935854302,6083,-2.1838158516103165,-1.7784801114222313,2.4999773301079724,2.161620572689845,2.699384077262531,normal
101.62171990951462,84,931.8584202234468,6084,-1.98345756225016,-1.6739214272746492,1.170000482019585,1.411398227051874,2.638265872507113,normal
-190.4484916395016,85,-107.32978075691801,6085,-1.630369929079948,-1.9456044157513215,1.7181527581798717,0.6709940063790014,1.7474894119097235,normal
-7.806255452924206,86,-75.63340220100694,6086,-1.7518271589840062,-2.654014784904218,1.8241038978647306,2.2611699681574526,2.5091018198949557,normal
-32.05091127575467,87,517.8728657492484,6087,-1.9920962848627042,-1.9773905463394588,1.7474017133690718,2.182270456750631,1.9308147993573292,normal
-75.34973717145549,88,429.81216323180945,6088,-1.5475329725336753,-1.9402896336851103,0.5766230250455477,1.7403852430264939,2.410397998802715,normal
10.299770311730011,89,853.7768906319277,6089,-2.8665130598304494,-1.9309299311942818,2.017051580715321,1.5780285385845587,2.7131084198732998,normal
89.40122939008273,90,2266.6963342636936,6090,-1.9650511069322762,-1.7614015140036139,2.1823257521749735,1.666076370568797,0.5601959334005626,normal
62.63714481836922,91,740.5025545083746,6091,-1.8803756434866359,-1.8747354746259712,3.3166482873770464,1.9335948398188783,2.0853891877844033,normal
-43.418226698922155,92,315.09953857341065,6092,-1.337847909218759,-1.9073999939710617,1.2481094748819157,3.037047244414608,1.7532702031798608,normal
-54.16373215266701,93,882.6643063287147,6093,-2.2645148811928246,-2.4264784420969256,2.161320923995073,1.0400859115274521,2.7217478652700073,normal
147.9037094990889,94,515.1302888340689,6094,-1.345424501088592,-2.205117466838324,1.8978345316546386,3.0942066306041407,2.391429473495481,normal
-104.29751426399434,95,733.1695043399019,6095,-1.853537236929702,-2.4338098362197322,1.2161837093009376,1.83212009235176,1.7095514848505435,normal
-55.673172009696685,96,155.47826456344896,6096,-2.250652223064013,-2.4692982141284587,1.4332292420971355,2.4205282156883907,2.270996349633604,normal
34.78464358893596,97,427.9104893902993,6097,-1.8635235163422774,-1.4256594847673574,1.614824668926977,4.002931308099683,1.129674895327223,normal
28.748318276724316,98,1568.8326261265956,6098,-1.891602978130966,-2.3517574599107984,2.118992553654296,2.0231082059099474,2.887970125025314,normal
-178.67330809460415,99,-404.5950406565658,6099,-1.5014861625516094,-2.027954932898623,2.8573499076414586,1.8471712470125132,2.1283066826646655,normal
147.46700503784376,100,1168.470894412872,6100,-1.9840602840504813,-1.7644468984811887,2.355205423817847,2.473720070079275,2.476083825310084,normal
51.098601764295836,101,59.76694297767909,6101,-1.7453396797281457,-2.1195407252316745,1.7164657276405493,2.7879819506703827,1.923067267035745,normal
-229.5994308631441,102,1883.346587317986,6102,-2.047669872547437,-1.8640888681102472,2.2019184289864913,2.1133837949575134,1.789828880857371,normal
-174.02104826926896,103,727.6461637167183,6103,-1.6937371086911717,-1.4200359465402626,1.297404814012078,3.132877102184884,1.0651705674933454,normal
230.02542098081676,104,600.113892803874,6104,-1.5463372755613383,-1.8413774245014591,1.9847357766131575,2.546204002547771,1.9742695103557726,normal
-70.48567472723607,105,-197.90653605520404,6105,-2.5554398478261424,-2.046347442211214,1.443095031626799,1.8648536863471803,3.3315965983651252,normal
124.85711939458803,106,-253.5497338222319,6106,-1.6625120649584237,-2.035061920970163,2.6985918201452073,2.5142792499066724,1.3664597087366466,normal
-63.392060124949964,107,543.7724565940968,6107,-2.25037014199094,-1.752385504028036,2.2694820861472347,1.853764852597389,1.3123050345093885,normal
10.828607775713404,108,-201.13877851514533,6108,-1.8942062139714113,-2.3244982203110607,1.5228561820091007,2.031071232941001,1.4799291813997928,normal
111.8451047723041,109,792.6857899393113,6109,-1.7402252776378728,-2.169539341484429,2.2996340728583964,2.3030060999243025,1.260568434773523,normal
-69.5086100863876,110,206.8295535841174,6110,-2.1452663742163436,-2.0486357613832604,1.8454647438947067,2.9155543845511613,2.342290998039117,normal
184.08838114854132,111,1087.2898271380448,6111,-1.3436874424362344,-2.2368184436532066,3.044173648032262,2.6378823310109807,2.597985406539326,normal
-180.0717953727061,112,327.1531717338146,6112,-2.222326440872657,-2.042713280331764,1.1373133628136818,1.0573921082581537,1.3530683437289317,normal
44.67110607294193,113,2668.1410487643616,6113,-2.564675313342727,-1.764738642059819,2.706699829561077,1.1934950278576877,0.3666381461507249,normal
-223.06614414121196,114,715.3208243253872,6114,-1.371239102140009,-1.399477149253047,0.8606050754411989,0.5531934738785274,1.9868791796295717,normal
-82.4333002259516,115,-1431.1048644431153,6115,-2.050280837453004,-2.162754789994471,2.1723986238803903,0.6662588762507042,2.119236467263418,normal
-110.54861478767143,116,-170.43228050271722,6116,-1.8075347629334724,-1.7165576580058703,3.662767556973553,1.2074485990675317,2.784145064544244,normal
-58.246339895365224,117,-1022.8215149908904,6117,-2.1348867949668864,-2.0004014807336046,1.6378635010454903,3.1085170267387623,1.1870467641540536,normal
-37.090981579078495,118,-923.4568368478658,6118,-1.8450548967964904,-1.9615225010392041,1.9462827250635992,2.115094636965872,2.507589516077138,normal
-60.378449966885704,119,-40.21777728866699,6119,-1.902924651601489,-1.7283651005430944,2.7018397746192844,2.5085030168406885,2.1526170383111016,normal
140.75874801200507,120,74.42414601043544,6120,-2.329944466286653,-1.7804171575623413,2.1778438517871734,2.292196686430333,2.391107378866292,normal
47.551119042889646,121,-186.5165246345419,6121,-2.3185228090994543,-1.749326989141379,2.0800462149096903,2.251061181005118,0.9465107749609527,normal
-12.55733744029399,122,0.822492731898937,6122,-2.166669055148253,-2.397825397998583,2.111157462202336,2.8245443305437523,2.4325685767730336,normal
123.71722351612557,123,894.8596516267719,6123,-1.6357536450470036,-2.3135530183804307,1.8223669921716166,0.6622086086227694,1.7456953845953804,normal
-18.00242484374024,124,997.5792993815763,6124,-2.6945771719241804,-2.3693980473561793,2.996455536329597,1.8777368495184283,1.1740520922550508,normal
-55.58741323601827,125,1386.3825192246954,6125,-1.5511221112102322,-2.398041031624038,2.1857562520391913,1.8026455080085193,2.3209277011969736,normal
-46.41666570140499,126,-926.5043265641068,6126,-2.298641422789339,-2.2441933801223612,1.263457791091938,1.5348595200268147,1.2716362849264393,normal
83.2173342943312,127,2263.2957555570392,6127,-2.1477841760382073,-2.0269168430569424,2.3411587882541496,3.1916113006674793,0.32402983794717843,normal
100.10311159467842,128,721.1865654429654,6128,-1.659976411266674,-1.816088809993976,2.8614640006501952,1.615390011822082,1.4547315649269628,normal
116.87204575942798,129,1073.4653417906475,6129,-2.123507888588919,-2.0801923066996775,1.8546898443694613,2.9336774672874846,3.4452996204161765,normal
-156.23830485314085,130,671.4581121406542,6130,-2.2447003933634884,-2.0902172811264355,2.455336120366101,1.8383148242259084,1.3237857004296132,normal
29.785228942180346,131,950.6358136157712,6131,-1.9240385551095456,-2.455687201764434,1.2708395457118993,1.9146437823701985,1.7949215445336877,normal
48.589131015445545,132,1165.2923894464525,6132,-2.346355545326889,-1.9326670334675902,1.2555729239121698,1.4579875216986589,0.9077629787490482,normal
146.8243099137068,133,2872.3909700509785,6133,-2.230137491731342,-1.6866135665097428,1.150395010169125,2.7225745967557806,0.5028035243290121,normal
-61.818719762909225,134,-168.81985144494269,6134,-1.4607615278058255,-1.474384569888664,1.5639796604613956,1.251025778140988,1.2362201430083122,normal
-18.462394448126833,135,1271.8658939291195,6135,-1.8294094164026062,-2.301758765856219,2.851784645264751,1.7868032476552447,2.4630840393246776,normal
-64.94056965788624,136,244.77712020012362,6136,-1.3251586166033622,-2.4933193608617397,3.061422496715174,2.036838041824592,1.722054040595038,normal
-1.5837718537552485,137,957.5895579357937,6137,-1.3273823231133508,-1.7619187706298471,1.2594600502319508,1.807366673661194,2.6212139133939063,normal
-117.82010935302912,138,-37.50053620836571,6138,-2.244894621143313,-2.0128315867303432,2.660332987531361,1.7939634712108052,1.9442385867096494,normal
-104.07028409727087,139,-440.21368775453124,6139,-1.6724697223652873,-2.017255570382047,2.5608729162501427,2.1213229739869823,2.2858572646911908,normal
-230.13318799863458,140,-522.5251287031545,6140,-2.1163899426276767,-2.3400216691813984,1.1050509076343888,2.283053157546588,2.0565320695407827,normal
-55.034641595108674,141,83.35660831072438,6141,-1.5711981010658327,-2.5680993504555247,1.3739120250059909,2.212883626173432,1.4355635422373054,normal
-141.45105134767655,142,-433.85831344638626,6142,-2.428052862409277,-1.8283479405985035,1.9590160380351425,1.6846322322397653,1.6318674173680847,normal
-99.74996871553115,143,-645.8239938699277,6143,-2.3240869809773934,-1.9713936354700883,2.922751866963936,0.13492027448395127,2.1485569616942644,normal
185.258438827444,144,953.9587368943097,6144,-2.284618853509185,-1.774651668011948,2.6287714488114817,2.091303420782332,2.038099274201981,normal
138.06990116708857,145,-970.1265619637109,6145,-1.6598836561357446,-2.027351694543746,1.32920404136904,0.8450632296375518,1.7568410070562925,normal
95.08092585447957,146,164.43279092344474,6146,-1.6955282095804747,-2.1310208411773264,1.4494802428155928,2.836527892443378,3.2008522722191417,normal
-56.59829407097089,147,566.0806383566998,6147,-1.522031771512323,-2.0945945868024856,2.3111511467073322,2.1281340974069067,2.3015178708550605,normal
104.60741730029804,148,407.11685087740966,6148,-2.205011658416047,-1.5636418615275887,1.3314044420760978,2.662936850249816,2.0721188628817835,normal
-64.24128624180122,149,2429.6176481429206,6149,-2.0431077239306323,-1.989289984273487,2.605167478659081,2.183794831104798,0.6846399685864217,normal
59.72376837686161,150,-1087.1565655548761,6150,-2.056114427490671,-1.7197303614017925,1.8373976235389737,1.0588780231256607,1.5788677971152045,normal
-7.8737154369247175,151,-173.11074292893477,6151,-1.8445417979232672,-1.421093255072469,2.520085791910969,1.257387369094507,3.49923425079484,normal
-101.3716920988935,152,-447.7949913698501,6152,-1.7985349014112704,-2.000892105609708,1.93587723733995,0.12348796348924207,1.5719314075605904,normal
-180.28964179796986,153,-892.6918506828773,6153,-2.035450069010248,-1.748458732586486,2.440707299375217,1.5553696063413378,2.6509101845940766,normal
-15.112597509987308,154,1441.8370680666978,6154,-2.0320415937035996,-2.109830146370645,3.2127683591286575,1.9801518653638235,2.6815913496556294,normal
84.82172601578587,155,969.9680468311955,6155,-2.0849242442927847,-2.066408133488587,1.7856252689415637,2.682160262114074,2.8804047203778778,normal
41.23883638321714,156,94.51000324282525,6156,-2.7838454220815563,-2.047851612314551,2.126999379728023,0.8938129601117317,2.7285675979631163,normal
-0.476321373114718,157,195.6401796858814,6157,-1.9855554865363922,-2.090460003457446,2.0094897542729298,3.39297894647681,2.631706393054099,normal
-150.2494557272398,158,-672.6125888873538,6158,-2.2019451392655487,-2.068723523570434,1.992441087617795,2.2781034153029602,1.7894674430996937,normal
30.201085412499623,159,-512.79579440244,6159,-1.8900459944667167,-1.9504106284093818,1.5349484959009914,1.319281361913975,2.865682007183902,normal
-120.27042893280444,160,2311.467411642556,6160,-2.015305328510461,-1.9011238722915635,3.1569192330827405,2.3851715570447225,1.6656269744502537,normal
117.72232430127097,161,144.76989776276204,6161,-1.9151467178330905,-2.271932899446036,2.100763283668516,2.7011657792265162,1.323185609114596,normal
54.02288034558151,162,-315.1842389179012,6162,-2.0018985679058026,-2.3101908376154614,2.7906541780036513,2.4198904435110378,3.1887525778431787,normal
4.59442222054237,163,-193.09243740249053,6163,-1.8425577047895894,-2.2246251929213883,2.8903270382536475,2.3610105735556814,2.3324341808473568,normal
48.56161809915621,164,-394.48529668083955,6164,-1.6753934178064573,-1.9843925364634902,1.4557953608508782,2.1190678001473677,1.0750851524745015,normal
-17.478416110868437,165,123.61792219430873,6165,-2.0843250875088697,-2.649348289539309,1.6813905080664158,1.8911693307434605,1.8324807058217392,normal
38.074726449957986,166,-364.815690662248,6166,-2.1816413519467317,-1.3831692072687227,2.6032496564210486,1.910917890994972,1.1922485292011853,normal
145.21757420770803,167,-982.4383610795663,6167,-1.9225668626688874,-1.8004375395775052,1.9191527930627317,1.1635537278055113,1.4953043945006754,normal
-6.482941258418137,168,-1738.9900361833952,6168,-1.9551684482547735,-2.304587228754421,2.7956308713635685,1.2829533140907217,1.1878746753657619,normal
66.69572856205419,169,1779.125909866391,6169,-2.017965129109733,-1.7471083058220611,2.02159798445045,2.593447961895723,-0.12448129554157727,normal
-116.07772007590391,170,-256.30520324517653,6170,-1.661797532402502,-2.306299679443655,1.2008808565905338,1.6349862530423744,0.8623720425128456,normal
99.16844592715537,171,802.5650557237573,6171,-1.9672967427706942,-1.4673104584290537,1.6600302905136477,2.055447279337875,2.64716148500668,normal
-71.86553611621176,172,-494.4980079522084,6172,-1.3664779329896213,-2.013245507832635,1.6094551950084248,1.112472139809729,1.7969863114275753,normal
42.60639579494692,173,848.2422496195405,6173,-1.606438330472317,-1.6703959054709403,2.1727576676335465,0.8438663942931703,0.9070386705780606,normal
-138.08985273947528,174,12.997868865781873,6174,-2.087585181976845,-2.2221566391627503,0.3966285462685888,1.4070366661788856,1.7706174434927535,normal
-117.1604813101728,175,1168.0297618669124,6175,-2.0887712182748452,-2.2577893326998666,1.0779567580628606,2.0797825209249967,3.045541022913291,normal
133.11220851690246,176,509.92722111450803,6176,-2.1117124505842186,-1.616734095928102,2.515790864497072,2.1567282134817694,1.4082928618257748,normal
-59.58451147723447,177,1145.540698009597,6177,-2.2910811134277167,-2.0470262744358503,2.4591617772262735,2.765746194875243,1.5155076062838015,normal
52.038127581590345,178,-349.58421441017634,6178,-2.221502877509669,-1.883616420779946,3.984837781329608,1.573704079997036,2.0752829426416053,normal
-53.44232688969308,179,1591.9379467262331,6179,-2.4977041526707535,-1.5530357734729476,2.108483266891104,0.8633736382694686,2.172572848576817,normal
-68.43535586976907,180,-39.37827394778155,6180,-1.9114754293708298,-1.6560694950066939,2.643163282604788,2.0357039028074464,0.7353559839035886,normal
44.704927965671004,181,-227.654026138943,6181,-1.846981196260264,-2.204475688887442,1.3265122476963562,2.7891902216527313,2.2945297059519056,normal
-34.30608076895993,182,-981.4854958510648,6182,-2.3718033211325507,-2.24885737087509,2.8208055751802794,2.5389356802728678,2.5736403572069655,normal
-24.5902457702413,183,417.4950802064484,6183,-2.1402472700503705,-1.7587310081661018,1.1086570301667773,2.3512533363524155,1.605563925493188,normal
-158.67102583999807,184,-361.4967179414756,6184,-1.6518729705520658,-1.4484892771798128,1.939959678904977,3.055939728075458,1.8418539919549075,normal
114.2143741752576,185,-233.2772058651733,6185,-1.7333545784573727,-1.7342741963246184,2.7710404419706576,1.0768684464508018,0.9364376053309815,normal
-73.91044553161109,186,1582.0436824392034,6186,-1.668279723845136,-1.9423118389470084,2.8910326482728874,1.4300197422652503,1.915454058128339,normal
25.48474808407852,187,514.1270260418429,6187,-1.7145546711382167,-2.3376931303017376,2.9809370788535174,1.858913388925861,3.4814923310289774,normal
-5.111501458345552,188,-442.77713653340567,6188,-2.2099290727978826,-2.202550183418576,2.632385040427082,1.391727516356133,2.1170391801247663,normal
119.27558786205631,189,537.5695535553577,6189,-1.9661918280776922,-2.554083496624767,2.445563567509792,1.483907440223776,1.9119111701599252,normal
-25.580387154504944,190,-85.42824867720903,6190,-1.9948937278711478,-2.1276684573768994,0.7721593291308639,1.7273092422061715,2.3237941502562505,normal
-51.17705213042432,191,361.7179069218313,6191,-2.0767498718820234,-2.066519516425318,1.5080645624715598,2.426352389285976,1.0012879395469692,normal
-42.123183431033446,192,-226.65645362367533,6192,-1.7128971105129505,-2.246766308844477,0.9046989258280309,2.274655252008751,2.207242773724272,normal
19.703820221386376,193,-983.7351846809714,6193,-1.7116335647644574,-1.8783622977140717,1.8396673506131729,2.3580753534433363,1.3245454600396753,normal
-5.045900584228858,194,-1609.7539022915423,6194,-1.9535137063372119,-2.2209953975161847,1.7002766879940343,1.87739195007061,3.419879121643286,normal
23.408478975538912,195,333.9341749611612,6195,-2.4128011452031526,-1.5984328506586325,3.3689599217479618,2.9624843488282586,2.1396648222898067,normal
